0,0,3.1416,-0.20148
0.0096417,0.18587,3.1261,-0.11279
0.03587,0.33256,3.1182,-0.049435
0.075018,0.44516,3.1156,-0.0056951
0.12393,0.52849,3.1165,0.023139
0.17991,0.58735,3.1198,0.040765
0.24072,0.62588,3.1244,0.050193
0.30451,0.64765,3.1297,0.053806
0.3698,0.65603,3.1351,0.05338
0.43537,0.6538,3.1403,0.050308
0.50028,0.64333,3.1451,0.045638
0.56383,0.62659,3.1494,0.040097
0.62545,0.60522,3.1531,0.034247
0.68476,0.58053,3.1562,0.028457
0.74148,0.55357,3.1588,0.022951
0.79543,0.52521,3.1608,0.017895
0.84649,0.49609,3.1624,0.013367
0.89464,0.46673,3.1635,0.0093798
0.93985,0.43752,3.1643,0.0059392
0.98216,0.40875,3.1647,0.0030202
1.0216,0.38061,3.1649,0.00057284
1.0583,0.35328,3.1648,-0.0014468
1.0923,0.32684,3.1646,-0.0030864
1.1237,0.30136,3.1642,-0.0043994
1.1526,0.27688,3.1637,-0.0054321
1.1791,0.25342,3.1632,-0.0062263
1.2033,0.23098,3.1625,-0.0068226
1.2253,0.20954,3.1618,-0.0072551
1.2453,0.1891,3.1611,-0.007552
1.2632,0.16964,3.1603,-0.0077392
1.2792,0.15113,3.1595,-0.0078384
1.2935,0.13353,3.1587,-0.0078675
1.306,0.11684,3.1579,-0.0078406
1.3169,0.10102,3.1572,-0.0077695
1.3262,0.086045,3.1564,-0.0076646
1.3341,0.071891,3.1556,-0.0075326
1.3406,0.058527,3.1549,-0.0073795
1.3458,0.04593,3.1542,-0.0072105
1.3498,0.034079,3.1534,-0.0070304
1.3527,0.022951,3.1528,-0.0068427
1.3544,0.012519,3.1521,-0.0066491
1.3552,0.0027607,3.1514,-0.0064507
1.355,-0.0063472,3.1508,-0.0062489
1.3539,-0.014827,3.1502,-0.006045
1.3521,-0.0227,3.1496,-0.0058409
1.3494,-0.029988,3.149,-0.0056372
1.3461,-0.036714,3.1485,-0.0054339
1.3421,-0.042898,3.1479,-0.0052312
1.3375,-0.048561,3.1474,-0.0050295
1.3324,-0.053725,3.1469,-0.0048291
1.3268,-0.058409,3.1464,-0.0046307
1.3207,-0.062635,3.146,-0.0044351
1.3143,-0.066422,3.1456,-0.0042421
1.3075,-0.06979,3.1451,-0.0040517
1.3003,-0.072759,3.1447,-0.0038641
1.2929,-0.075348,3.1444,-0.0036795
1.2853,-0.077575,3.144,-0.0034981
1.2774,-0.07946,3.1437,-0.0033202
1.2694,-0.08102,3.1433,-0.0031461
1.2612,-0.082273,3.143,-0.002976
1.2529,-0.083235,3.1427,-0.0028099
1.2446,-0.083925,3.1425,-0.0026479
1.2362,-0.084359,3.1422,-0.0024901
1.2277,-0.084552,3.142,-0.0023366
1.2193,-0.084521,3.1417,-0.0021875
