0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
0.8038,0.21588,3.1511,-0.00055722,1.5489,-0.34865,3.1334,-0.0040537,0.46567,0.47348,3.1593,0.00099808,1.4853,-0.30005,3.1349,-0.003765,0.96771,0.091956,3.1472,-0.0013321,0.57096,0.39285,3.1567,0.00052387,0.19095,0.68679,3.1662,0.0021702,0.061144,0.78965,3.1696,0.0026786,0.88235,0.15646,3.1493,-0.00092748,1.7201,-0.48037,3.1292,-0.0048094
0.82488,0.20592,3.151,-0.0007886,1.5145,-0.33919,3.133,-0.0035267,0.51205,0.45461,3.1593,0.00042153,1.4557,-0.29228,3.1346,-0.0033031,0.97661,0.086256,3.1471,-0.001397,0.60944,0.37679,3.1567,5.5651e-05,0.25831,0.66038,3.1664,0.0013131,0.13861,0.75953,3.1698,0.0016885,0.89758,0.14855,3.1492,-0.0010791,1.6727,-0.46629,3.1287,-0.004108
0.84498,0.19608,3.151,-0.0010013,1.4811,-0.32943,3.1327,-0.0030267,0.55654,0.43578,3.1594,-0.00011559,1.4269,-0.28421,3.1343,-0.0028639,0.98495,0.080712,3.147,-0.0014533,0.64631,0.36079,3.1567,-0.00037981,0.32303,0.63395,3.1665,0.00051307,0.21306,0.72936,3.1699,0.0007631,0.91204,0.14077,3.149,-0.001217,1.6268,-0.45189,3.1283,-0.0034449
0.86411,0.18638,3.1508,-0.0011961,1.4487,-0.31941,3.1324,-0.0025536,0.59917,0.41703,3.1593,-0.00061429,1.3989,-0.27591,3.134,-0.0024475,0.99275,0.075328,3.1468,-0.0015014,0.68158,0.34489,3.1567,-0.00078356,0.38512,0.60758,3.1665,-0.00023178,0.28449,0.69925,3.17,-0.00010025,0.92572,0.13314,3.1489,-0.0013416,1.5824,-0.43721,3.128,-0.0028193
0.88227,0.17683,3.1507,-0.0013736,1.4173,-0.3092,3.1322,-0.002107,0.63993,0.39842,3.1592,-0.0010757,1.3718,-0.2674,3.1338,-0.0020536,1,0.070109,3.1467,-0.0015418,0.71526,0.32913,3.1566,-0.0011566,0.44456,0.58134,3.1664,-0.00092368,0.35291,0.66927,3.1699,-0.00090274,0.93866,0.12567,3.1488,-0.0014535,1.5394,-0.42232,3.1278,-0.0022304
0.8995,0.16745,3.1506,-0.0015346,1.3869,-0.29882,3.132,-0.0016863,0.67885,0.37999,3.1591,-0.001501,1.3455,-0.25874,3.1336,-0.001682,1.0068,0.065057,3.1465,-0.001575,0.74738,0.31354,3.1564,-0.0015,0.50139,0.55529,3.1663,-0.0015648,0.41834,0.6395,3.1698,-0.0016461,0.95086,0.11837,3.1486,-0.0015533,1.4979,-0.40728,3.1276,-0.0016771
0.91579,0.15825,3.1504,-0.0016798,1.3575,-0.28833,3.1318,-0.0012911,0.71595,0.36177,3.1589,-0.0018916,1.32,-0.24995,3.1334,-0.0013323,1.0131,0.060176,3.1463,-0.0016013,0.77795,0.29816,3.1563,-0.0018148,0.55562,0.5295,3.1661,-0.0021563,0.4808,0.61001,3.1696,-0.0023324,0.96234,0.11124,3.1485,-0.0016416,1.4579,-0.39214,3.1274,-0.0011582
0.93117,0.14926,3.1502,-0.0018101,1.3292,-0.27775,3.1317,-0.00092064,0.75124,0.34381,3.1587,-0.0022488,1.2955,-0.24107,3.1333,-0.001004,1.0188,0.055468,3.1462,-0.0016211,0.80701,0.28301,3.1561,-0.0021022,0.60729,0.50403,3.1659,-0.0027,0.54034,0.58086,3.1693,-0.0029635,0.97313,0.1043,3.1483,-0.0017189,1.4194,-0.37696,3.1273,-0.00067239
0.94565,0.14047,3.1501,-0.0019262,1.3019,-0.26714,3.1316,-0.00057414,0.78476,0.32613,3.1585,-0.002574,1.2718,-0.23213,3.1332,-0.00069667,1.0242,0.050934,3.146,-0.001635,0.83457,0.26813,3.1558,-0.0023631,0.65643,0.47891,3.1656,-0.0031975,0.59699,0.55211,3.169,-0.0035416,0.98323,0.097554,3.1481,-0.0017859,1.3825,-0.36177,3.1273,-0.00021812
0.95926,0.13191,3.1499,-0.0020284,1.2757,-0.25651,3.1316,-0.00025071,0.81652,0.30878,3.1582,-0.002869,1.249,-0.22316,3.1332,-0.0004096,1.0291,0.046575,3.1459,-0.0016432,0.86066,0.25353,3.1556,-0.0025987,0.70308,0.4542,3.1652,-0.0036509,0.65079,0.52382,3.1686,-0.0040686,0.99267,0.091004,3.1479,-0.001843,1.3471,-0.34662,3.1273,0.00020499
0.97202,0.12357,3.1496,-0.0021175,1.2506,-0.2459,3.1316,5.0643e-05,0.84656,0.29177,3.1579,-0.0031353,1.2271,-0.21419,3.1331,-0.00014204,1.0335,0.042392,3.1457,-0.0016462,0.88531,0.23924,3.1553,-0.0028102,0.74729,0.42994,3.1648,-0.0040618,0.70179,0.49603,3.1682,-0.0045468,1.0015,0.084658,3.1477,-0.0018908,1.3132,-0.33155,3.1273,0.00059755
0.98395,0.11547,3.1494,-0.0021943,1.2265,-0.23534,3.1316,0.00033104,0.8749,0.27513,3.1576,-0.0033748,1.2062,-0.20525,3.1331,0.00010683,1.0375,0.038385,3.1455,-0.0016443,0.90855,0.22527,3.155,-0.0029988,0.7891,0.40617,3.1644,-0.0044321,0.75003,0.46879,3.1677,-0.0049783,1.0096,0.078519,3.1476,-0.00193,1.2808,-0.3166,3.1274,0.00096072
0.99509,0.10762,3.1492,-0.0022594,1.2035,-0.22485,3.1317,0.0005917,0.90159,0.25888,3.1572,-0.0035879,1.1861,-0.19635,3.1332,0.00033795,1.0412,0.034555,3.1454,-0.0016376,0.93041,0.21165,3.1547,-0.0031657,0.82855,0.38292,3.1639,-0.0047636,0.79556,0.44214,3.1672,-0.0053651,1.0172,0.07259,3.1474,-0.001961,1.2499,-0.3018,3.1275,0.0012956
1.0055,0.10001,3.149,-0.0023135,1.1816,-0.21446,3.1317,0.00083267,0.92667,0.24304,3.1569,-0.0037753,1.1669,-0.18752,3.1332,0.00055235,1.0444,0.030898,3.1452,-0.0016266,0.95091,0.19839,3.1544,-0.003312,0.86571,0.36022,3.1635,-0.0050581,0.83843,0.41612,3.1666,-0.0057085,1.0241,0.066874,3.1472,-0.0019842,1.2204,-0.28719,3.1277,0.0016034
1.0151,0.092651,3.1487,-0.0023574,1.1606,-0.20419,3.1318,0.0010542,0.95019,0.22763,3.1565,-0.0039387,1.1485,-0.17878,3.1333,0.00075115,1.0473,0.027412,3.145,-0.0016116,0.9701,0.1855,3.1541,-0.0034386,0.90061,0.33809,3.1629,-0.0053172,0.87873,0.39075,3.1661,-0.006011,1.0306,0.061371,3.147,-0.0020001,1.1924,-0.27279,3.1278,0.001885
1.024,0.085547,3.1485,-0.0023916,1.1407,-0.19407,3.1319,0.0012571,0.97219,0.21265,3.1561,-0.0040793,1.1311,-0.17014,3.1334,0.00093448,1.0499,0.024093,3.1449,-0.0015932,0.98801,0.173,3.1537,-0.0035463,0.93332,0.31658,3.1624,-0.0055425,0.91652,0.36607,3.1654,-0.0062749,1.0364,0.056082,3.1468,-0.0020091,1.1659,-0.25862,3.128,0.0021416
1.0322,0.078699,3.1483,-0.0024167,1.1218,-0.1841,3.1321,0.0014422,0.99272,0.19813,3.1557,-0.0041986,1.1145,-0.16162,3.1335,0.0011021,1.0521,0.020939,3.1447,-0.0015716,1.0047,0.16088,3.1534,-0.0036362,0.9639,0.29568,3.1618,-0.0057359,0.95188,0.34208,3.1648,-0.0065024,1.0418,0.051006,3.1466,-0.0020118,1.1407,-0.24472,3.1283,0.0023741
1.0398,0.072109,3.148,-0.0024333,1.1039,-0.17431,3.1322,0.0016102,1.0118,0.18406,3.1552,-0.0042978,1.0988,-0.15325,3.1336,0.0012547,1.0541,0.017947,3.1446,-0.0015472,1.0202,0.14917,3.153,-0.0037093,0.99243,0.27541,3.1612,-0.0058993,0.9849,0.31881,3.1641,-0.0066955,1.0466,0.046142,3.1464,-0.0020086,1.1169,-0.23111,3.1285,0.0025835
1.0467,0.065779,3.1478,-0.0024419,1.0869,-0.16472,3.1324,0.0017619,1.0296,0.17047,3.1548,-0.0043781,1.0839,-0.14503,3.1337,0.0013931,1.0557,0.015113,3.1444,-0.0015203,1.0345,0.13785,3.1526,-0.0037669,1.019,0.25579,3.1606,-0.0060343,1.0156,0.29626,3.1635,-0.0068563,1.051,0.041489,3.1462,-0.002,1.0944,-0.21779,3.1288,0.0027706
1.053,0.059707,3.1475,-0.0024429,1.0709,-0.15533,3.1326,0.001898,1.046,0.15734,3.1544,-0.0044405,1.0698,-0.13697,3.1339,0.0015178,1.0571,0.012434,3.1443,-0.0014911,1.0478,0.12693,3.1522,-0.0038097,1.0436,0.23682,3.16,-0.0061428,1.0442,0.27446,3.1628,-0.0069866,1.0549,0.037046,3.146,-0.0019864,1.0733,-0.2048,3.1291,0.0029365
1.0586,0.053895,3.1473,-0.0024369,1.0559,-0.14617,3.1328,0.0020189,1.0611,0.14469,3.1539,-0.0044859,1.0565,-0.1291,3.134,0.0016295,1.0582,0.0099074,3.1441,-0.0014599,1.0599,0.11643,3.1518,-0.0038388,1.0663,0.21852,3.1594,-0.0062262,1.0706,0.25342,3.1621,-0.0070882,1.0584,0.03281,3.1458,-0.0019682,1.0535,-0.19214,3.1294,0.0030821
1.0638,0.04834,3.1471,-0.0024241,1.0417,-0.13723,3.133,0.0021254,1.0749,0.13253,3.1535,-0.0045152,1.0439,-0.12141,3.1342,0.0017286,1.0591,0.0075296,3.144,-0.0014269,1.0711,0.10633,3.1515,-0.0038551,1.0873,0.20088,3.1588,-0.0062862,1.095,0.23313,3.1614,-0.0071627,1.0615,0.02878,3.1456,-0.0019456,1.0349,-0.17983,3.1297,0.0032085
1.0683,0.043041,3.1468,-0.0024052,1.0284,-0.12854,3.1332,0.0022181,1.0876,0.12084,3.153,-0.0045292,1.0322,-0.11392,3.1344,0.0018157,1.0598,0.0052973,3.1438,-0.0013923,1.0812,0.09664,3.1511,-0.0038593,1.1066,0.18391,3.1582,-0.0063241,1.1173,0.21361,3.1606,-0.0072116,1.0642,0.024952,3.1454,-0.0019191,1.0175,-0.16787,3.13,0.0033168
1.0724,0.037996,3.1466,-0.0023808,1.016,-0.12009,3.1334,0.0022979,1.0991,0.10964,3.1526,-0.0045287,1.0211,-0.10663,3.1345,0.0018912,1.0602,0.0032073,3.1437,-0.0013562,1.0904,0.08736,3.1507,-0.0038521,1.1242,0.16761,3.1575,-0.0063414,1.1378,0.19487,3.1599,-0.0072363,1.0665,0.021325,3.1452,-0.0018887,1.0013,-0.15628,3.1304,0.003408
1.0759,0.033198,3.1463,-0.0023513,1.0044,-0.1119,3.1337,0.0023655,1.1095,0.098919,3.1521,-0.0045154,1.0108,-0.099551,3.1347,0.0019559,1.0604,0.0012559,3.1435,-0.0013187,1.0987,0.078488,3.1503,-0.0038342,1.1402,0.15199,3.1569,-0.0063394,1.1564,0.17689,3.1592,-0.0072381,1.0685,0.017894,3.145,-0.0018552,0.98625,-0.14506,3.1307,0.003483
1.079,0.028645,3.1461,-0.0023172,0.9936,-0.10396,3.1339,0.0024215,1.1189,0.088674,3.1517,-0.0044902,1.0012,-0.092691,3.1349,0.0020105,1.0605,-0.00056014,3.1434,-0.0012798,1.1061,0.07002,3.1499,-0.0038065,1.1546,0.13704,3.1563,-0.0063192,1.1732,0.15969,3.1585,-0.0072184,1.0701,0.014655,3.1448,-0.0018187,0.97228,-0.13422,3.131,0.0035428
1.0817,0.024331,3.1459,-0.0022788,0.98359,-0.096294,3.1341,0.0024668,1.1273,0.0789,3.1512,-0.004454,0.99229,-0.08605,3.1351,0.0020554,1.0603,-0.0022445,3.1433,-0.0012398,1.1127,0.061953,3.1495,-0.0037698,1.1676,0.12275,3.1556,-0.0062822,1.1884,0.14325,3.1578,-0.0071796,1.0714,0.011603,3.1446,-0.0017795,0.95938,-0.12376,3.1314,0.0035883
1.0839,0.020251,3.1456,-0.0022366,0.97433,-0.08889,3.1344,0.0025018,1.1347,0.069589,3.1508,-0.0044075,0.98401,-0.079633,3.1354,0.0020913,1.06,-0.0038022,3.1432,-0.0011992,1.1185,0.05428,3.1492,-0.003725,1.1792,0.10914,3.155,-0.0062299,1.2019,0.12757,3.157,-0.0071234,1.0724,0.0087325,3.1445,-0.0017381,0.94751,-0.11368,3.1318,0.0036204
1.0857,0.0164,3.1454,-0.002191,0.9658,-0.081755,3.1346,0.0025272,1.1412,0.060737,3.1503,-0.0043517,0.97636,-0.073441,3.1356,0.0021187,1.0596,-0.0052385,3.1431,-0.001158,1.1236,0.046994,3.1488,-0.0036728,1.1894,0.096176,3.1544,-0.0061637,1.2139,0.11263,3.1563,-0.0070509,1.0731,0.0060397,3.1443,-0.0016946,0.93662,-0.104,3.1321,0.0036398
1.0872,0.012773,3.1452,-0.0021423,0.95796,-0.074891,3.1349,0.0025435,1.1469,0.052334,3.1499,-0.0042874,0.96931,-0.067477,3.1358,0.0021381,1.059,-0.0065582,3.1429,-0.0011165,1.1279,0.040088,3.1484,-0.0036138,1.1984,0.083857,3.1538,-0.0060848,1.2244,0.098421,3.1556,-0.0069633,1.0736,0.0035191,3.1441,-0.0016494,0.92669,-0.0947,3.1325,0.0036474
1.0883,0.0093659,3.145,-0.0020909,0.95081,-0.068299,3.1351,0.0025515,1.1517,0.044376,3.1495,-0.0042154,0.96285,-0.061742,3.136,0.00215,1.0583,-0.0077662,3.1428,-0.0010747,1.1316,0.033554,3.1481,-0.0035486,1.2062,0.072169,3.1532,-0.0059941,1.2336,0.084936,3.1549,-0.0068618,1.0739,0.0011659,3.144,-0.0016026,0.91768,-0.085794,3.1329,0.0036441
1.0891,0.0061721,3.1448,-0.0020372,0.9443,-0.06198,3.1354,0.0025515,1.1558,0.036852,3.1491,-0.0041363,0.95696,-0.056236,3.1362,0.0021549,1.0574,-0.0088672,3.1427,-0.0010327,1.1347,0.027384,3.1477,-0.0034778,1.2128,0.061098,3.1526,-0.0058925,1.2414,0.072158,3.1543,-0.0067476,1.0739,-0.0010249,3.1438,-0.0015546,0.90954,-0.077276,3.1332,0.0036307
1.0895,0.0031867,3.1446,-0.0019815,0.93841,-0.055932,3.1357,0.0025443,1.1591,0.029755,3.1487,-0.0040512,0.9516,-0.050961,3.1364,0.0021533,1.0565,-0.0098657,3.1426,-0.00099059,1.1371,0.02157,3.1474,-0.0034021,1.2184,0.050631,3.152,-0.0057811,1.248,0.060074,3.1536,-0.0066219,1.0737,-0.0030582,3.1436,-0.0015055,0.90225,-0.069142,3.1336,0.0036079
1.0897,0.00040415,3.1444,-0.0019241,0.93312,-0.050153,3.1359,0.0025303,1.1617,0.023075,3.1483,-0.0039605,0.94676,-0.045914,3.1366,0.0021457,1.0555,-0.010766,3.1425,-0.0009485,1.139,0.016105,3.147,-0.0033219,1.223,0.040756,3.1514,-0.0056609,1.2535,0.04867,3.1529,-0.0064859,1.0733,-0.0049391,3.1435,-0.0014556,0.89574,-0.061385,3.1339,0.0035764
1.0896,-0.0021815,3.1442,-0.0018652,0.92839,-0.044639,3.1362,0.0025101,1.1637,0.016805,3.1479,-0.0038651,0.94242,-0.041093,3.1368,0.0021325,1.0543,-0.011573,3.1424,-0.00090656,1.1404,0.010979,3.1467,-0.003238,1.2266,0.031458,3.1509,-0.0055328,1.2578,0.03793,3.1523,-0.0063409,1.0727,-0.0066725,3.1434,-0.0014051,0.89,-0.053999,3.1343,0.0035369
1.0893,-0.0045773,3.144,-0.0018053,0.9242,-0.039386,3.1364,0.0024842,1.1651,0.010932,3.1475,-0.0037654,0.93855,-0.036496,3.1371,0.0021141,1.0531,-0.01229,3.1423,-0.00086491,1.1412,0.0061851,3.1464,-0.0031508,1.2293,0.022725,3.1503,-0.0053978,1.2611,0.027842,3.1517,-0.0061881,1.0719,-0.0082636,3.1432,-0.0013541,0.88496,-0.046978,3.1346,0.0034901
1.0887,-0.0067906,3.1438,-0.0017444,0.92052,-0.034389,3.1367,0.002453,1.1659,0.0054439,3.1471,-0.0036621,0.93513,-0.032118,3.1373,0.002091,1.0519,-0.012921,3.1423,-0.00082372,1.1416,0.001713,3.1461,-0.0030609,1.2312,0.014541,3.1498,-0.0052568,1.2634,0.018387,3.1511,-0.0060287,1.071,-0.0097182,3.1431,-0.0013029,0.88061,-0.040317,3.135,0.0034366
1.0879,-0.0088284,3.1437,-0.0016828,0.91732,-0.029646,3.1369,0.002417,1.1662,0.00032769,3.1467,-0.0035556,0.93213,-0.027956,3.1375,0.0020635,1.0506,-0.013471,3.1422,-0.00078314,1.1416,-0.0024458,3.1458,-0.0029686,1.2323,0.0068938,3.1493,-0.0051108,1.2648,0.0095514,3.1505,-0.0058639,1.07,-0.011042,3.143,-0.0012516,0.87689,-0.034007,3.1353,0.003377
1.0869,-0.010698,3.1435,-0.0016208,0.91458,-0.025152,3.1371,0.0023767,1.166,-0.0044293,3.1464,-0.0034464,0.92953,-0.024007,3.1377,0.0020322,1.0492,-0.013943,3.1421,-0.00074336,1.1411,-0.0063023,3.1455,-0.0028744,1.2326,-0.00023211,3.1488,-0.0049607,1.2653,0.0013174,3.1499,-0.0056942,1.0688,-0.012241,3.1428,-0.0012004,0.87378,-0.028043,3.1357,0.003312
1.0858,-0.012405,3.1433,-0.0015586,0.91227,-0.020902,3.1374,0.0023325,1.1653,-0.0088395,3.1461,-0.0033351,0.92732,-0.020267,3.1379,0.0019972,1.0478,-0.014341,3.142,-0.0007044,1.1403,-0.0098679,3.1452,-0.0027786,1.2323,-0.006851,3.1483,-0.0048074,1.2651,-0.0063356,3.1493,-0.0055203,1.0675,-0.013321,3.1427,-0.0011493,0.87125,-0.022418,3.136,0.003242
1.0845,-0.013957,3.1432,-0.0014963,0.91037,-0.016891,3.1376,0.0022847,1.1642,-0.012915,3.1457,-0.0032222,0.92546,-0.016733,3.1381,0.0019591,1.0463,-0.01467,3.142,-0.00066618,1.1392,-0.013154,3.1449,-0.0026817,1.2313,-0.012978,3.1478,-0.0046516,1.2641,-0.013429,3.1488,-0.0053428,1.0662,-0.014288,3.1426,-0.0010986,0.86925,-0.017124,3.1363,0.0031678
1.083,-0.015361,3.143,-0.0014342,0.90887,-0.013115,3.1378,0.0022338,1.1627,-0.016669,3.1454,-0.0031081,0.92395,-0.0134,3.1383,0.0019181,1.0449,-0.014934,3.1419,-0.00062876,1.1377,-0.016171,3.1447,-0.002584,1.2297,-0.018632,3.1473,-0.0044933,1.2624,-0.019983,3.1483,-0.0051627,1.0647,-0.015145,3.1425,-0.0010483,0.86777,-0.012155,3.1366,0.0030898
1.0814,-0.016622,3.1429,-0.0013724,0.90772,-0.009569,3.1381,0.0021802,1.1609,-0.020111,3.1451,-0.0029931,0.92276,-0.010263,3.1385,0.0018745,1.0433,-0.015136,3.1418,-0.00059221,1.1359,-0.018931,3.1444,-0.0024858,1.2276,-0.023832,3.1469,-0.0043333,1.2601,-0.02602,3.1477,-0.0049806,1.0631,-0.015899,3.1424,-0.0009986,0.86677,-0.007502,3.1369,0.0030085
1.0797,-0.017748,3.1428,-0.001311,0.90693,-0.0062473,3.1383,0.0021241,1.1587,-0.023255,3.1448,-0.0028777,0.92188,-0.0073201,3.1387,0.0018286,1.0418,-0.015282,3.1418,-0.00055658,1.1339,-0.021443,3.1442,-0.0023874,1.2249,-0.028597,3.1465,-0.0041723,1.2572,-0.031559,3.1473,-0.0047972,1.0615,-0.016555,3.1423,-0.00094956,0.86623,-0.0031585,3.1372,0.0029245
1.0779,-0.018743,3.1426,-0.0012502,0.90646,-0.0031445,3.1385,0.0020659,1.1563,-0.02611,3.1445,-0.0027623,0.92129,-0.004565,3.1388,0.0017807,1.0403,-0.015374,3.1417,-0.00052191,1.1316,-0.023718,3.1439,-0.0022893,1.2218,-0.032946,3.1461,-0.0040107,1.2538,-0.036619,3.1468,-0.0046132,1.0598,-0.017118,3.1422,-0.00090127,0.86611,0.00088363,3.1375,0.0028382
1.0759,-0.019614,3.1425,-0.0011902,0.9063,-0.00025377,3.1387,0.0020059,1.1535,-0.028689,3.1443,-0.0026471,0.92096,-0.0019933,3.139,0.0017311,1.0388,-0.015415,3.1417,-0.00048823,1.1292,-0.025766,3.1437,-0.0021915,1.2183,-0.036895,3.1457,-0.0038493,1.2499,-0.04122,3.1463,-0.0044291,1.0581,-0.017592,3.1421,-0.00085382,0.86639,0.0046345,3.1378,0.0027497
1.0739,-0.020367,3.1424,-0.0011311,0.90641,0.0024327,3.1389,0.0019444,1.1505,-0.031003,3.144,-0.0025326,0.92088,0.00040134,3.1392,0.0016801,1.0372,-0.01541,3.1416,-0.00045555,1.1265,-0.027596,3.1435,-0.0020944,1.2145,-0.040462,3.1453,-0.0036884,1.2456,-0.045382,3.1459,-0.0042455,1.0563,-0.017981,3.142,-0.00080729,0.86704,0.0081056,3.1381,0.0026596
1.0719,-0.021008,3.1423,-0.0010728,0.90678,0.0049224,3.1391,0.0018817,1.1473,-0.033062,3.1438,-0.002419,0.92104,0.0026252,3.1393,0.0016279,1.0357,-0.015361,3.1416,-0.00042389,1.1237,-0.029219,3.1433,-0.0019982,1.2103,-0.043664,3.1449,-0.0035285,1.2408,-0.049121,3.1455,-0.0040627,1.0545,-0.018292,3.142,-0.00076175,0.86802,0.011308,3.1383,0.0025682
1.0697,-0.021543,3.1422,-0.0010157,0.9074,0.0072227,3.1393,0.0018181,1.1439,-0.03488,3.1435,-0.0023065,0.92141,0.0046847,3.1395,0.0015747,1.0341,-0.015272,3.1415,-0.00039324,1.1207,-0.030642,3.1431,-0.0019031,1.2057,-0.046518,3.1446,-0.00337,1.2358,-0.052456,3.1451,-0.0038813,1.0527,-0.018528,3.1419,-0.00071726,0.8693,0.014252,3.1386,0.002476
1.0676,-0.021979,3.1421,-0.00095962,0.90823,0.0093409,3.1394,0.0017538,1.1404,-0.036471,3.1433,-0.0021954,0.92198,0.0065859,3.1397,0.0015208,1.0326,-0.015146,3.1415,-0.00036359,1.1176,-0.031876,3.1429,-0.0018093,1.201,-0.049039,3.1443,-0.0032132,1.2304,-0.055405,3.1447,-0.0037016,1.0508,-0.018694,3.1418,-0.00067386,0.87087,0.016949,3.1388,0.0023833
1.0654,-0.022321,3.142,-0.00090479,0.90926,0.011284,3.1396,0.001689,1.1367,-0.037845,3.1431,-0.0020858,0.92273,0.0083349,3.1398,0.0014664,1.0311,-0.014985,3.1415,-0.00033499,1.1143,-0.032931,3.1427,-0.0017169,1.196,-0.051242,3.1439,-0.0030582,1.2247,-0.057984,3.1443,-0.0035239,1.0489,-0.018795,3.1417,-0.00063161,0.87269,0.019409,3.1391,0.0022904
1.0631,-0.022577,3.1419,-0.00085124,0.91048,0.013059,3.1398,0.001624,1.1328,-0.039014,3.1429,-0.001978,0.92364,0.0099376,3.14,0.0014117,1.0296,-0.014792,3.1414,-0.00030745,1.111,-0.033817,3.1426,-0.0016261,1.1907,-0.053143,3.1436,-0.0029054,1.2188,-0.060213,3.144,-0.0033487,1.047,-0.018836,3.1417,-0.00059053,0.87474,0.021641,3.1393,0.0021977
1.0608,-0.02275,3.1418,-0.00079905,0.91187,0.014672,3.1399,0.001559,1.1289,-0.03999,3.1427,-0.0018722,0.92471,0.0114,3.1401,0.0013568,1.0282,-0.014571,3.1414,-0.00028098,1.1076,-0.034544,3.1424,-0.0015372,1.1854,-0.054756,3.1434,-0.0027549,1.2127,-0.062112,3.1437,-0.0031763,1.0452,-0.018821,3.1416,-0.00055066,0.87701,0.023655,3.1395,0.0021054
1.0586,-0.022846,3.1418,-0.00074826,0.9134,0.016131,3.1401,0.0014942,1.1248,-0.040784,3.1425,-0.0017686,0.92591,0.012727,3.1402,0.0013019,1.0267,-0.014324,3.1414,-0.00025556,1.1041,-0.035121,3.1423,-0.0014501,1.1798,-0.056096,3.1431,-0.002607,1.2064,-0.0637,3.1434,-0.0030071,1.0433,-0.018753,3.1416,-0.00051203,0.87946,0.025461,3.1397,0.0020137
1.0563,-0.022871,3.1417,-0.00069891,0.91508,0.01744,3.1402,0.0014297,1.1207,-0.041406,3.1423,-0.0016672,0.92724,0.013925,3.1404,0.0012472,1.0253,-0.014054,3.1414,-0.00023121,1.1005,-0.035558,3.1421,-0.001365,1.1741,-0.05718,3.1428,-0.0024623,1.1999,-0.064994,3.1431,-0.0028412,1.0414,-0.018637,3.1415,-0.00047466,0.88208,0.027068,3.1399,0.0019227
1.054,-0.022829,3.1416,-0.00065105,0.91688,0.018608,3.1404,0.0013657,1.1165,-0.041867,3.1422,-0.0015682,0.92869,0.014998,3.1405,0.0011928,1.0239,-0.013763,3.1413,-0.00020791,1.097,-0.035863,3.142,-0.001282,1.1684,-0.058025,3.1426,-0.0023207,1.1934,-0.066012,3.1428,-0.0026789,1.0396,-0.018476,3.1415,-0.00043858,0.88486,0.028484,3.1401,0.0018328
1.0517,-0.022725,3.1415,-0.00060471,0.91879,0.019639,3.1405,0.0013022,1.1123,-0.042176,3.142,-0.0014717,0.93023,0.015953,3.1406,0.0011389,1.0225,-0.013453,3.1413,-0.00018566,1.0934,-0.036045,3.1419,-0.0012012,1.1625,-0.058644,3.1424,-0.0021826,1.1868,-0.066771,3.1425,-0.0025203,1.0377,-0.018274,3.1414,-0.00040378,0.88777,0.029719,3.1403,0.0017438
1.0494,-0.022563,3.1415,-0.00055991,0.9208,0.02054,3.1406,0.0012396,1.1081,-0.042342,3.1419,-0.0013778,0.93187,0.016794,3.1407,0.0010855,1.0212,-0.013127,3.1413,-0.00016445,1.0898,-0.036112,3.1418,-0.0011227,1.1567,-0.059053,3.1422,-0.0020479,1.18,-0.067287,3.1423,-0.0023657,1.0359,-0.018034,3.1414,-0.0003703,0.89079,0.030779,3.1404,0.0016559
1.0472,-0.022348,3.1414,-0.00051666,0.92289,0.021319,3.1408,0.0011778,1.1039,-0.042374,3.1417,-0.0012866,0.93359,0.017527,3.1408,0.0010327,1.0199,-0.012787,3.1413,-0.00014426,1.0861,-0.036071,3.1416,-0.0010465,1.1507,-0.059266,3.142,-0.0019168,1.1733,-0.067576,3.1421,-0.0022152,1.0341,-0.017759,3.1414,-0.00033812,0.89391,0.031675,3.1406,0.0015695
1.045,-0.022084,3.1414,-0.00047504,0.92506,0.021981,3.1409,0.001117,1.0996,-0.042283,3.1416,-0.0011983,0.93537,0.018157,3.1409,0.00098078,1.0187,-0.012434,3.1413,-0.00012508,1.0825,-0.03593,3.1415,-0.00097271,1.1448,-0.059296,3.1418,-0.0017893,1.1665,-0.067652,3.1419,-0.002069,1.0324,-0.017453,3.1413,-0.00030727,0.89712,0.032418,3.1408,0.0014847
1.0428,-0.021775,3.1413,-0.00043502,0.92729,0.022533,3.141,0.0010573,1.0954,-0.042077,3.1415,-0.0011128,0.93722,0.018691,3.141,0.0009297,1.0174,-0.012071,3.1413,-0.00010689,1.079,-0.035697,3.1415,-0.00090137,1.1389,-0.059155,3.1416,-0.0016657,1.1598,-0.06753,3.1417,-0.0019272,1.0306,-0.017118,3.1413,-0.00027773,0.90039,0.033015,3.1409,0.0014018
1.0406,-0.021426,3.1413,-0.00039661,0.92956,0.022983,3.1411,0.00099883,1.0912,-0.041766,3.1414,-0.0010301,0.93911,0.019134,3.1411,0.00087957,1.0162,-0.011698,3.1412,-8.9683e-05,1.0754,-0.035377,3.1414,-0.00083251,1.133,-0.058856,3.1415,-0.001546,1.153,-0.067223,3.1415,-0.00179,1.0289,-0.016758,3.1413,-0.00024951,0.90372,0.033476,3.141,0.0013206
