0,0,3.1416,-0.80654
0.03951,0.7616,3.0801,-0.44288
0.14693,1.3615,3.0495,-0.18325
0.30712,1.8206,3.0408,-0.0037214
0.507,2.1583,3.0467,0.11512
0.73536,2.3929,3.0622,0.18815
0.98269,2.5407,3.0833,0.22724
1.2411,2.6164,3.1069,0.24179
1.504,2.6335,3.1311,0.23901
1.7662,2.6038,3.1543,0.22473
2.0235,2.5373,3.1758,0.20335
2.2728,2.4427,3.1949,0.17803
2.5114,2.3273,3.2113,0.15126
2.7377,2.1968,3.2251,0.12462
2.9504,2.0561,3.2363,0.099142
3.1487,1.9092,3.245,0.075577
3.3321,1.7591,3.2515,0.054288
3.5005,1.6083,3.256,0.035381
3.6539,1.4588,3.2587,0.018911
3.7924,1.312,3.2598,0.0048085
3.9164,1.1692,3.2597,-0.0071113
4.0264,1.0312,3.2585,-0.017019
4.1228,0.89849,3.2563,-0.025098
4.2063,0.77159,3.2535,-0.03157
4.2773,0.65072,3.2501,-0.036633
4.3366,0.53601,3.2462,-0.040471
4.3847,0.42747,3.242,-0.043272
4.4223,0.32505,3.2376,-0.045197
4.4499,0.22868,3.233,-0.046384
4.4682,0.13823,3.2283,-0.046958
4.4778,0.053488,3.2236,-0.047037
4.4791,-0.025744,3.2189,-0.046719
4.4728,-0.099651,3.2143,-0.046084
4.4594,-0.1684,3.2097,-0.045197
4.4393,-0.23222,3.2053,-0.044122
4.4131,-0.29132,3.2009,-0.042903
4.3812,-0.34593,3.1967,-0.041577
4.344,-0.39624,3.1926,-0.040176
4.3021,-0.44243,3.1887,-0.038729
4.2557,-0.48467,3.1849,-0.037261
4.2053,-0.52315,3.1812,-0.035788
4.1512,-0.55806,3.1777,-0.034315
4.0938,-0.58956,3.1743,-0.032849
4.0334,-0.61781,3.1711,-0.031398
3.9703,-0.64297,3.1681,-0.029973
3.9049,-0.66518,3.1651,-0.028582
3.8374,-0.68459,3.1623,-0.027224
3.768,-0.70135,3.1597,-0.025898
3.6972,-0.71558,3.1572,-0.024603
3.625,-0.72742,3.1548,-0.023341
3.5518,-0.73699,3.1525,-0.022113
3.4777,-0.74442,3.1503,-0.020923
3.4029,-0.74983,3.1483,-0.019769
3.3278,-0.75334,3.1464,-0.018649
3.2523,-0.75504,3.1446,-0.017563
3.1768,-0.75505,3.1429,-0.01651
3.1014,-0.75348,3.1413,-0.015489
3.0262,-0.75043,3.1398,-0.0145
2.9513,-0.74599,3.1384,-0.013545
2.877,-0.74026,3.1371,-0.012624
2.8033,-0.73333,3.1358,-0.011735
2.7304,-0.72529,3.1347,-0.010877
2.6583,-0.71623,3.1337,-0.010049
2.5872,-0.70622,3.1327,-0.0092524
2.5171,-0.69534,3.1318,-0.0084854
2.4481,-0.68368,3.131,-0.0077482
2.3804,-0.67129,3.1303,-0.0070406
2.3139,-0.65827,3.1296,-0.0063623
2.2488,-0.64466,3.129,-0.0057122
2.185,-0.63054,3.1284,-0.0050892
2.1227,-0.61597,3.128,-0.0044935
2.0619,-0.60099,3.1275,-0.0039251
2.0026,-0.58568,3.1272,-0.0033837
1.9448,-0.57008,3.1269,-0.0028691
1.8886,-0.55425,3.1266,-0.0023809
1.8339,-0.53822,3.1264,-0.0019185
1.7809,-0.52205,3.1262,-0.0014813
1.7295,-0.50578,3.1261,-0.0010686
1.6797,-0.48946,3.126,-0.00067941
1.6316,-0.47311,3.126,-0.00031281
1.5851,-0.45677,3.1259,3.2327e-05
1.5402,-0.44048,3.126,0.00035724
1.4969,-0.42427,3.126,0.00066277
1.4553,-0.40816,3.1261,0.00094789
1.4153,-0.39219,3.1262,0.0012133
1.3769,-0.37638,3.1263,0.0014599
1.3401,-0.36075,3.1265,0.0016885
1.3048,-0.34532,3.1267,0.0018997
1.271,-0.33011,3.1269,0.0020943
1.2387,-0.31515,3.1271,0.0022729
1.2079,-0.30045,3.1273,0.002436
1.1786,-0.28602,3.1276,0.002584
1.1507,-0.27188,3.1278,0.0027174
1.1242,-0.25803,3.1281,0.0028364
1.0991,-0.2445,3.1284,0.0029416
1.0753,-0.23129,3.1287,0.0030341
1.0528,-0.2184,3.129,0.0031146
1.0316,-0.20585,3.1293,0.0031835
1.0116,-0.19364,3.1297,0.0032414
0.99287,-0.18178,3.13,0.003289
0.97527,-0.17026,3.1303,0.0033267
0.95881,-0.15909,3.1307,0.0033551
0.94344,-0.14828,3.131,0.0033748
0.92914,-0.13782,3.1313,0.0033861
0.91587,-0.12771,3.1317,0.0033897
0.90361,-0.11797,3.132,0.0033861
0.89231,-0.10858,3.1323,0.0033757
0.88193,-0.099544,3.1327,0.0033588
0.87244,-0.090853,3.133,0.0033359
0.8638,-0.082504,3.1333,0.0033074
0.85597,-0.074494,3.1337,0.0032736
0.84892,-0.066816,3.134,0.003235
0.8426,-0.059468,3.1343,0.0031918
0.837,-0.052443,3.1346,0.0031446
0.83208,-0.045738,3.1349,0.0030935
